,event_id,source_origin_time,source_latitude_deg,source_longitude_deg,source_type,source_depth_km,preferred_source_magnitude,preferred_source_magnitude_type,preferred_source_magnitude_uncertainty,source_depth_uncertainty_km,source_horizontal_uncertainty_km,station_network_code,station_channel_code,station_code,station_location_code,station_latitude_deg,station_longitude_deg,station_elevation_m,trace_name,trace_sampling_rate_hz,trace_start_time,trace_S_arrival_sample,trace_P_arrival_sample,trace_S_arrival_uncertainty_s,trace_P_arrival_uncertainty_s,trace_P_polarity,trace_S_onset,trace_P_onset,trace_snr_db,year,source_type_pnsn_label,source_local_magnitude,source_local_magnitude_uncertainty,source_duration_magnitude,source_duration_magnitude_uncertainty,source_hand_magnitude
1307,pnsn3140663,,,,surface_event,,,,,,,CC,BH,TCBU,--,44.2408,-121.664,1646.0,"bucket5$87,:3,:18001",100,2020-09-18T09:49:01.000000Z,,7000.0,,,,,emergent,6.114|-6.194|-1.854,,su,,,,,
1308,pnsn1767408,,,,surface_event,,,,,,,UW,BH,LON,--,46.7506,-121.81,853.0,"bucket5$88,:3,:18001",100,2014-07-02T04:21:36.000000Z,7200.0,7000.0,,,,emergent,impulsive,-0.248|-1.064|1.952,,su,,,,,
1309,pnsn1113928,,,,surface_event,,,,,,,CC,BH,OBSR,--,46.8997,-121.815,2382.0,"bucket5$89,:3,:18001",100,2011-09-15T20:16:11.000000Z,,7000.0,,,,,impulsive,3.845|12.250|10.265,,su,,,,,
1310,pnsn1036028,,,,surface_event,,,,,,,UW,BH,HOOD,--,45.3223,-121.651,1512.0,"bucket5$90,:3,:18001",100,2008-09-21T17:32:24.000000Z,,7000.0,,,,,impulsive,-1.235|1.450|2.381,,su,,,,,
1311,pnsn2074958,,,,surface_event,,,,,,,CC,BH,VALT,--,46.2142,-122.189,1681.0,"bucket5$91,:3,:18001",100,2015-03-08T23:11:24.000000Z,,7000.0,,,,,impulsive,6.633|9.074|10.400,,su,,,,,
1312,pnsn3163243,,,,surface_event,,,,,,,CC,BH,SEP,--,46.1998,-122.191,2114.0,"bucket5$92,:3,:18001",100,2021-06-28T22:18:51.000000Z,,7000.0,,,,,emergent,-1.842|0.582|5.253,,su,,,,,
1313,pnsn2196563,,,,surface_event,,,,,,,CC,BH,VALT,--,46.2142,-122.189,1681.0,"bucket5$93,:3,:18001",100,2015-09-10T00:42:29.000000Z,,7000.0,,,,,impulsive,8.185|8.943|0.551,,su,,,,,
1314,pnsn3163598,,,,surface_event,,,,,,,CC,BH,YOCR,--,45.3792,-121.743,1913.7,"bucket5$94,:3,:18001",100,2021-07-06T07:29:30.000000Z,,7000.0,,,,,impulsive,12.977|15.016|12.395,,su,,,,,
1315,pnsn3159273,,,,surface_event,,,,,,,UW,HH,LON,--,46.7506,-121.81,853.0,"bucket5$95,:3,:18001",100,2021-04-30T23:52:06.000000Z,7200.0,7000.0,,,,emergent,emergent,8.751|1.498|0.123,,su,,,,,
1316,pnsn1108098,,,,surface_event,,,,,,,CC,BH,OBSR,--,46.8997,-121.815,2382.0,"bucket5$96,:3,:18001",100,2011-06-30T04:22:22.000000Z,,7000.0,,,,,impulsive,6.107|-0.025|4.807,,su,,,,,
1317,pnsn3168153,,,,surface_event,,,,,,,CC,BH,HUSB,--,44.1195,-121.849,2038.0,"bucket5$97,:3,:18001",100,2021-08-18T20:31:26.000000Z,7300.0,7000.0,,,,emergent,emergent,-0.578|-1.390|7.917,,su,,,,,
1318,pnsn3086303,,,,surface_event,,,,,,,CC,BH,TMBU,--,43.6019,-121.145,1743.0,"bucket5$98,:3,:18001",100,2019-01-02T05:11:12.000000Z,8000.0,,,,,emergent,,2.073|2.927|0.272,,su,,,,,
1319,pnsn1236908,,,,surface_event,,,,,,,CC,BH,SWFL,--,46.1887,-122.202,2268.0,"bucket5$99,:3,:18001",100,2012-08-09T15:45:25.000000Z,,7000.0,,,,,impulsive,17.809|15.017|12.368,,su,,,,,
1320,pnsn3114798,,,,surface_event,,,,,,,UW,HH,RCM,--,46.8356,-121.733,3085.0,"bucket5$100,:3,:18001",100,2020-02-02T00:34:59.000000Z,,7000.0,,,,,emergent,-3.371|-0.235|-2.371,,su,,,,,
1321,pnsn1519863,,,,surface_event,,,,,,,CC,BH,VALT,--,46.2142,-122.189,1681.0,"bucket5$101,:3,:18001",100,2013-12-02T15:19:57.000000Z,,7000.0,,,,,impulsive,6.673|6.912|6.268,,su,,,,,
1322,pnsn1411153,,,,surface_event,,,,,,,UW,BH,LON,--,46.7506,-121.81,853.0,"bucket5$102,:3,:18001",100,2013-04-08T23:28:49.000000Z,,7000.0,,,,,impulsive,-3.698|1.609|5.349,,su,,,,,
1323,pnsn3112873,,,,surface_event,,,,,,,CC,BH,SWNB,--,43.6727,-121.355,1569.0,"bucket5$103,:3,:18001",100,2020-01-01T04:03:11.000000Z,,7000.0,,,,,emergent,8.785|7.784|0.045,,su,,,,,
1324,pnsn3168268,,,,surface_event,,,,,,,CC,BH,PALM,--,45.3586,-121.705,2590.0,"bucket5$104,:3,:18001",100,2021-08-20T10:04:15.000000Z,,7000.0,,,,,emergent,22.971|14.167|35.500,,su,,,,,
1325,pnsn1413688,,,,surface_event,,,,,,,CC,BH,VALT,--,46.2142,-122.189,1681.0,"bucket5$105,:3,:18001",100,2013-04-19T21:22:44.000000Z,,7000.0,,,,,emergent,6.313|4.792|4.376,,su,,,,,
1326,pnsn2165663,,,,surface_event,,,,,,,CC,BH,STD,--,46.2375,-122.224,1189.0,"bucket5$106,:3,:18001",100,2015-07-03T15:51:24.000000Z,7100.0,7000.0,,,,impulsive,impulsive,4.584|9.646|-0.628,,su,,,,,
1327,pnsn3137148,,,,surface_event,,,,,,,CC,BH,SEP,--,46.1998,-122.191,2114.0,"bucket5$107,:3,:18001",100,2020-08-16T22:31:40.000000Z,,7000.0,,,,,emergent,17.498|10.299|12.985,,su,,,,,
1328,pnsn3106758,,,,surface_event,,,,,,,CC,BH,OBSR,--,46.8997,-121.815,2382.0,"bucket5$108,:3,:18001",100,2019-09-26T19:09:51.000000Z,,7000.0,,,,,emergent,3.641|3.149|3.925,,su,,,,,
1329,pnsn2377353,,,,surface_event,,,,,,,CC,BH,VALT,--,46.2142,-122.189,1681.0,"bucket5$109,:3,:18001",100,2016-03-06T23:07:40.000000Z,,7000.0,,,,,emergent,15.742|17.749|17.305,,su,,,,,
1330,pnsn1857143,,,,surface_event,,,,,,,CC,BH,SWF2,--,46.1783,-122.217,1548.0,"bucket5$110,:3,:18001",100,2014-09-17T09:32:50.000000Z,,7000.0,,,,,emergent,9.579|9.201|8.910,,su,,,,,
1331,pnsn2646453,,,,surface_event,,,,,,,CC,BH,OBSR,--,46.8997,-121.815,2382.0,"bucket5$111,:3,:18001",100,2016-11-27T17:27:00.000000Z,,7000.0,,,,,emergent,2.521|2.578|4.682,,su,,,,,
1332,pnsn1535258,,,,surface_event,,,,,,,CC,BH,CPCO,--,43.722,-121.233,2135.0,"bucket5$112,:3,:18001",100,2013-12-16T17:43:45.000000Z,,7000.0,,,,,emergent,19.855|24.263|10.515,,su,,,,,
1333,pnsn1417558,,,,surface_event,,,,,,,CC,BH,OBSR,--,46.8997,-121.815,2382.0,"bucket5$113,:3,:18001",100,2013-05-03T02:35:24.000000Z,,7000.0,,,,,emergent,4.425|5.346|10.462,,su,,,,,
1334,pnsn1613043,,,,surface_event,,,,,,,CC,BH,PANH,--,46.859,-121.643,2086.0,"bucket5$114,:3,:18001",100,2014-02-25T13:39:31.000000Z,,7000.0,,,,,emergent,4.108|-1.300|0.943,,su,,,,,
1335,pnsn3114413,,,,surface_event,,,,,,,CC,BH,SEP,--,46.1998,-122.191,2114.0,"bucket5$115,:3,:18001",100,2020-01-29T08:14:38.000000Z,,7000.0,,,,,impulsive,1.657|1.631|5.349,,su,,,,,
1336,pnsn1061383,,,,surface_event,,,,,,,CC,BH,SWFL,--,46.1887,-122.202,2268.0,"bucket5$116,:3,:18001",100,2009-08-24T16:49:10.000000Z,,7000.0,,,,,impulsive,0.445|7.303|5.985,,su,,,,,
1337,pnsn3129063,,,,surface_event,,,,,,,CC,BH,PANH,--,46.859,-121.643,2086.0,"bucket5$117,:3,:18001",100,2020-06-02T03:10:32.000000Z,,7000.0,,,,,emergent,0.005|0.667|4.823,,su,,,,,
1338,pnsn3156498,,,,surface_event,,,,,,,UW,HH,RCM,--,46.8356,-121.733,3085.0,"bucket5$118,:3,:18001",100,2021-04-20T20:33:03.000000Z,,7000.0,,,,,emergent,5.985|6.952|12.924,,su,,,,,
1339,pnsn1766643,,,,surface_event,,,,,,,CC,BH,CIHL,--,43.751,-121.149,1966.0,"bucket5$119,:3,:18001",100,2014-07-08T19:52:09.000000Z,,7000.0,,,,,emergent,8.214|5.425|7.207,,su,,,,,
1340,pnsn1031013,,,,surface_event,,,,,,,CC,BH,VALT,--,46.2142,-122.189,1681.0,"bucket5$120,:3,:18001",100,2008-07-16T19:48:15.000000Z,,7000.0,,,,,impulsive,5.598|6.419|9.077,,su,,,,,
1341,pnsn3156063,,,,surface_event,,,,,,,UW,HH,RCM,--,46.8356,-121.733,3085.0,"bucket5$121,:3,:18001",100,2021-04-15T05:55:41.000000Z,,7000.0,,,,,emergent,15.332|9.779|13.788,,su,,,,,
1342,pnsn3184793,,,,surface_event,,,,,,,CC,BH,SEP,--,46.1998,-122.191,2114.0,"bucket5$122,:3,:18001",100,2021-08-11T10:44:07.000000Z,,7000.0,,,,,emergent,9.743|6.336|8.375,,su,,,,,
1343,pnsn1059923,,,,surface_event,,,,,,,CC,BH,VALT,--,46.2142,-122.189,1681.0,"bucket5$123,:3,:18001",100,2009-07-22T14:02:29.000000Z,,7000.0,,,,,impulsive,10.471|9.656|8.609,,su,,,,,
1344,pnsn3171783,,,,surface_event,,,,,,,CC,BH,PALM,--,45.3586,-121.705,2590.0,"bucket5$124,:3,:18001",100,2021-09-27T17:16:51.000000Z,,7000.0,,,,,emergent,-0.210|-2.634|8.653,,su,,,,,
1345,pnsn2016843,,,,surface_event,,,,,,,CC,BH,CPCO,--,43.722,-121.233,2135.0,"bucket5$125,:3,:18001",100,2015-01-30T16:54:38.000000Z,,7000.0,,,,,emergent,20.867|20.851|23.771,,su,,,,,
1346,pnsn1465353,,,,surface_event,,,,,,,CC,BH,PRLK,--,44.2097,-121.963,1283.0,"bucket5$126,:3,:18001",100,2013-08-21T13:55:28.000000Z,,7000.0,,,,,emergent,-3.684|0.159|1.829,,su,,,,,
1347,pnsn1031808,,,,surface_event,,,,,,,CC,BH,VALT,--,46.2142,-122.189,1681.0,"bucket5$127,:3,:18001",100,2008-05-23T07:13:54.000000Z,,7000.0,,,,,impulsive,2.987|-1.236|4.048,,su,,,,,
1348,pnsn1047623,,,,surface_event,,,,,,,CC,BH,SWFL,--,46.1887,-122.202,2268.0,"bucket5$128,:3,:18001",100,2008-11-30T16:35:34.000000Z,,7000.0,,,,,impulsive,5.874|4.274|3.799,,su,,,,,
1349,pnsn3156588,,,,surface_event,,,,,,,UW,HH,RCM,--,46.8356,-121.733,3085.0,"bucket5$129,:3,:18001",100,2021-04-21T14:55:03.000000Z,,7000.0,,,,,emergent,20.923|30.329|25.972,,su,,,,,
1350,pnsn3117428,,,,surface_event,,,,,,,CC,BH,VALT,--,46.2142,-122.189,1681.0,"bucket5$130,:3,:18001",100,2020-03-10T00:12:08.000000Z,,7000.0,,,,,emergent,-0.290|0.628|11.060,,su,,,,,
1351,pnsn1052693,,,,surface_event,,,,,,,CC,BH,STD,--,46.2375,-122.224,1189.0,"bucket5$131,:3,:18001",100,2009-06-10T21:38:21.000000Z,,7000.0,,,,,impulsive,-0.674|-5.713|21.020,,su,,,,,
1352,pnsn2196748,,,,surface_event,,,,,,,CC,BH,OBSR,--,46.8997,-121.815,2382.0,"bucket5$132,:3,:18001",100,2015-09-11T07:59:53.000000Z,,7000.0,,,,,impulsive,16.797|17.086|15.126,,su,,,,,
1353,pnsn1240273,,,,surface_event,,,,,,,UW,BH,LON,--,46.7506,-121.81,853.0,"bucket5$133,:3,:18001",100,2012-08-12T04:00:24.000000Z,7300.0,7000.0,,,,emergent,emergent,19.321|20.634|15.774,,su,,,,,
1354,pnsn1569678,,,,surface_event,,,,,,,CC,BH,NORM,--,43.739,-121.253,1286.0,"bucket5$134,:3,:18001",100,2014-01-22T16:58:16.000000Z,,7000.0,,,,,impulsive,7.737|12.329|7.055,,su,,,,,
1355,pnsn1853448,,,,surface_event,,,,,,,UW,BH,LON,--,46.7506,-121.81,853.0,"bucket5$135,:3,:18001",100,2014-09-17T02:37:59.000000Z,7300.0,7000.0,,,,emergent,impulsive,8.979|1.613|-0.380,,su,,,,,
1356,pnsn3134048,,,,surface_event,,,,,,,CC,BH,SEP,--,46.1998,-122.191,2114.0,"bucket5$136,:3,:18001",100,2020-07-19T20:01:01.000000Z,,7000.0,,,,,emergent,0.780|-0.976|-0.635,,su,,,,,
1357,pnsn2428768,,,,surface_event,,,,,,,CC,BH,PRLK,--,44.2097,-121.963,1283.0,"bucket5$137,:3,:18001",100,2016-04-19T04:58:03.000000Z,,7000.0,,,,,emergent,-0.409|4.215|-5.516,,su,,,,,
1358,pnsn1038913,,,,surface_event,,,,,,,CC,BH,SWFL,--,46.1887,-122.202,2268.0,"bucket5$138,:3,:18001",100,2008-10-05T16:27:11.000000Z,,7000.0,,,,,impulsive,19.409|23.605|24.823,,su,,,,,
1359,pnsn3170753,,,,surface_event,,,,,,,UW,HH,LON,--,46.7506,-121.81,853.0,"bucket5$139,:3,:18001",100,2021-09-15T06:25:02.000000Z,8000.0,,,,,impulsive,,7.194|-2.189|8.358,,su,,,,,
1360,pnsn1998588,,,,surface_event,,,,,,,CC,BH,NORM,--,43.739,-121.253,1286.0,"bucket5$140,:3,:18001",100,2015-01-08T17:43:20.000000Z,,7000.0,,,,,emergent,11.225|-4.921|3.408,,su,,,,,
1361,pnsn2147593,,,,surface_event,,,,,,,CC,BH,VALT,--,46.2142,-122.189,1681.0,"bucket5$141,:3,:18001",100,2015-06-01T13:03:22.000000Z,,7000.0,,,,,emergent,6.616|6.889|5.095,,su,,,,,
1362,pnsn2996043,,,,surface_event,,,,,,,UW,BH,LON,--,46.7506,-121.81,853.0,"bucket5$142,:3,:18001",100,2018-08-18T01:33:58.000000Z,7200.0,7000.0,,,,impulsive,impulsive,6.511|2.664|4.294,,su,,,,,
1363,pnsn3167898,,,,surface_event,,,,,,,CC,BH,SEP,--,46.1998,-122.191,2114.0,"bucket5$143,:3,:18001",100,2021-08-13T04:57:15.000000Z,,7000.0,,,,,emergent,25.447|23.354|21.625,,su,,,,,
1364,pnsn1239903,,,,surface_event,,,,,,,CC,BH,STD,--,46.2375,-122.224,1189.0,"bucket5$144,:3,:18001",100,2012-08-14T18:09:58.000000Z,,7000.0,,,,,impulsive,-7.284|-14.071|-0.101,,su,,,,,
1365,pnsn2710258,,,,surface_event,,,,,,,CC,BH,OBSR,--,46.8997,-121.815,2382.0,"bucket5$145,:3,:18001",100,2017-04-24T06:17:25.000000Z,7100.0,7000.0,,,,emergent,emergent,6.380|15.406|20.998,,su,,,,,
1366,pnsn3165693,,,,surface_event,,,,,,,CC,BH,SEP,--,46.1998,-122.191,2114.0,"bucket5$146,:3,:18001",100,2021-07-28T13:19:16.000000Z,,7000.0,,,,,emergent,21.970|15.892|16.911,,su,,,,,
1367,pnsn3154938,,,,surface_event,,,,,,,UW,HH,RCM,--,46.8356,-121.733,3085.0,"bucket5$147,:3,:18001",100,2021-03-29T01:00:58.000000Z,,7000.0,,,,,emergent,7.140|3.132|-6.588,,su,,,,,
1368,pnsn1075103,,,,surface_event,,,,,,,CC,BH,VALT,--,46.2142,-122.189,1681.0,"bucket5$148,:3,:18001",100,2009-12-23T23:26:14.000000Z,,7000.0,,,,,impulsive,0.873|5.714|3.755,,su,,,,,
1369,pnsn3168153,,,,surface_event,,,,,,,CC,BH,WIFE,--,44.0597,-121.817,1955.0,"bucket5$149,:3,:18001",100,2021-08-18T20:31:26.000000Z,,7000.0,,,,,emergent,-3.430|0.010|3.486,,su,,,,,
1370,pnsn3123748,,,,surface_event,,,,,,,CC,BH,REM,--,46.2002,-122.186,1905.4,"bucket5$150,:3,:18001",100,2020-04-17T01:21:59.000000Z,,7000.0,,,,,impulsive,11.579|7.491|12.521,,su,,,,,
1371,pnsn3175983,,,,surface_event,,,,,,,UW,HH,SAXON,--,48.6833,-122.161,110.8,"bucket5$151,:3,:18001",100,2021-11-16T05:16:25.000000Z,8000.0,,,,,emergent,,1.047|1.993|6.483,,su,,,,,
1372,pnsn1093563,,,,surface_event,,,,,,,CC,BH,OBSR,--,46.8997,-121.815,2382.0,"bucket5$152,:3,:18001",100,2010-10-18T11:42:24.000000Z,,7000.0,,,,,impulsive,13.520|5.214|4.998,,su,,,,,
1373,pnsn2341753,,,,surface_event,,,,,,,CC,BH,VALT,--,46.2142,-122.189,1681.0,"bucket5$153,:3,:18001",100,2015-12-21T09:06:28.000000Z,,7000.0,,,,,emergent,5.160|1.417|10.173,,su,,,,,
1374,pnsn3114588,,,,surface_event,,,,,,,UW,HH,RCM,--,46.8356,-121.733,3085.0,"bucket5$154,:3,:18001",100,2020-01-31T11:11:47.000000Z,,7000.0,,,,,emergent,-4.481|-3.430|-3.699,,su,,,,,
1375,pnsn1124108,,,,surface_event,,,,,,,CC,BH,VALT,--,46.2142,-122.189,1681.0,"bucket5$155,:3,:18001",100,2012-03-18T01:16:51.000000Z,,7000.0,,,,,emergent,-0.380|2.629|5.119,,su,,,,,
1376,pnsn1973543,,,,surface_event,,,,,,,CC,BH,OBSR,--,46.8997,-121.815,2382.0,"bucket5$156,:3,:18001",100,2014-12-14T22:08:37.000000Z,,7000.0,,,,,impulsive,0.109|13.643|11.491,,su,,,,,
1377,pnsn3138868,,,,surface_event,,,,,,,CC,BH,SEP,--,46.1998,-122.191,2114.0,"bucket5$157,:3,:18001",100,2020-09-07T03:55:26.000000Z,,7000.0,,,,,emergent,4.877|6.641|8.810,,su,,,,,
1378,pnsn3129073,,,,surface_event,,,,,,,CC,BH,OBSR,--,46.8997,-121.815,2382.0,"bucket5$158,:3,:18001",100,2020-06-02T03:44:13.000000Z,,7000.0,,,,,emergent,-0.419|4.533|2.509,,su,,,,,
1379,pnsn1567548,,,,surface_event,,,,,,,CC,BH,CPCO,--,43.722,-121.233,2135.0,"bucket5$159,:3,:18001",100,2014-01-18T12:00:14.000000Z,,7000.0,,,,,emergent,4.222|1.834|4.672,,su,,,,,
1380,pnsn3118658,,,,surface_event,,,,,,,CC,BH,REM,--,46.2002,-122.186,1905.4,"bucket5$160,:3,:18001",100,2020-03-19T07:30:31.000000Z,,7000.0,,,,,emergent,-3.292|-3.471|8.509,,su,,,,,
1381,pnsn3124198,,,,surface_event,,,,,,,CC,BH,PALM,--,45.3586,-121.705,2590.0,"bucket5$161,:3,:18001",100,2020-04-20T06:27:48.000000Z,,7000.0,,,,,impulsive,42.794|36.487|63.427,,su,,,,,
1382,pnsn2257358,,,,surface_event,,,,,,,CC,BH,SWF2,--,46.1783,-122.217,1548.0,"bucket5$162,:3,:18001",100,2015-09-27T06:09:33.000000Z,,7000.0,,,,,impulsive,-3.249|7.306|-1.413,,su,,,,,
1383,pnsn3129073,,,,surface_event,,,,,,,CC,BH,SIFT,--,46.8669,-121.953,732.0,"bucket5$163,:3,:18001",100,2020-06-02T03:44:15.000000Z,7200.0,7000.0,,,,emergent,emergent,-4.888|-3.926|-6.649,,su,,,,,
1384,pnsn3158133,,,,surface_event,,,,,,,CC,BH,SWNB,--,43.6727,-121.355,1569.0,"bucket5$164,:3,:18001",100,2021-05-11T17:20:45.000000Z,,7000.0,,,,,emergent,5.762|1.033|7.090,,su,,,,,
1385,pnsn3166188,,,,surface_event,,,,,,,CC,BH,SEP,--,46.1998,-122.191,2114.0,"bucket5$165,:3,:18001",100,2021-07-31T09:57:48.000000Z,,7000.0,,,,,emergent,-3.221|-2.163|1.705,,su,,,,,
1386,pnsn3121063,,,,surface_event,,,,,,,CC,BH,PANH,--,46.859,-121.643,2086.0,"bucket5$166,:3,:18001",100,2020-03-18T08:24:03.000000Z,,7000.0,,,,,emergent,2.394|-7.935|-3.409,,su,,,,,
1387,pnsn3176163,,,,surface_event,,,,,,,UW,HH,MULN,--,48.5354,-122.064,101.7,"bucket5$167,:3,:18001",100,2021-11-18T20:34:25.000000Z,,7000.0,,,,,emergent,-4.354|0.771|2.242,,su,,,,,
1388,pnsn1345788,,,,surface_event,,,,,,,CC,BH,NORM,--,43.739,-121.253,1286.0,"bucket5$168,:3,:18001",100,2013-01-13T09:04:14.000000Z,,7000.0,,,,,impulsive,8.346|7.227|6.723,,su,,,,,
1389,pnsn2520443,,,,surface_event,,,,,,,CC,BH,PANH,--,46.859,-121.643,2086.0,"bucket5$169,:3,:18001",100,2016-07-16T23:00:11.000000Z,7200.0,7000.0,,,,emergent,emergent,15.517|19.598|0.482,,su,,,,,
1390,pnsn3130538,,,,surface_event,,,,,,,CC,BH,SEP,--,46.1998,-122.191,2114.0,"bucket5$170,:3,:18001",100,2020-06-17T07:50:47.000000Z,,7000.0,,,,,emergent,21.260|18.680|27.331,,su,,,,,
1391,pnsn3132768,,,,surface_event,,,,,,,UW,HH,RCM,--,46.8356,-121.733,3085.0,"bucket5$171,:3,:18001",100,2020-07-09T08:27:34.000000Z,,7000.0,,,,,emergent,2.460|6.286|6.666,,su,,,,,
1392,pnsn2030743,,,,surface_event,,,,,,,UW,BH,LON,--,46.7506,-121.81,853.0,"bucket5$172,:3,:18001",100,2015-02-10T19:05:10.000000Z,8000.0,,,,,emergent,,1.155|1.845|0.375,,su,,,,,
1393,pnsn1037038,,,,surface_event,,,,,,,CC,BH,VALT,--,46.2142,-122.189,1681.0,"bucket5$173,:3,:18001",100,2008-08-30T05:39:26.000000Z,,7000.0,,,,,impulsive,8.273|11.109|8.219,,su,,,,,
1394,pnsn3087388,,,,surface_event,,,,,,,CC,BH,SWF2,--,46.1783,-122.217,1548.0,"bucket5$174,:3,:18001",100,2019-01-17T05:06:35.000000Z,8000.0,,,,,impulsive,,12.283|14.493|14.758,,su,,,,,
1395,pnsn3086318,,,,surface_event,,,,,,,CC,BH,VALT,--,46.2142,-122.189,1681.0,"bucket5$175,:3,:18001",100,2019-01-01T00:44:56.000000Z,,7000.0,,,,,emergent,1.027|-1.613|3.653,,su,,,,,
1396,pnsn1435483,,,,surface_event,,,,,,,UW,BH,LON,--,46.7506,-121.81,853.0,"bucket5$176,:3,:18001",100,2013-06-29T07:09:26.000000Z,7100.0,7000.0,,,,impulsive,impulsive,6.655|2.441|5.237,,su,,,,,
1397,pnsn1346068,,,,surface_event,,,,,,,CC,BH,CPCO,--,43.722,-121.233,2135.0,"bucket5$177,:3,:18001",100,2013-01-14T07:36:14.000000Z,,7000.0,,,,,impulsive,4.215|14.351|13.293,,su,,,,,
1398,pnsn3172588,,,,surface_event,,,,,,,UW,HH,RCM,--,46.8356,-121.733,3085.0,"bucket5$178,:3,:18001",100,2021-10-08T23:19:44.000000Z,,7000.0,,,,,impulsive,5.145|6.254|9.802,,su,,,,,
1399,pnsn1481563,,,,surface_event,,,,,,,CC,BH,SWF2,--,46.1783,-122.217,1548.0,"bucket5$179,:3,:18001",100,2013-09-14T14:52:08.000000Z,,7000.0,,,,,impulsive,10.007|14.262|7.474,,su,,,,,
1400,pnsn3116323,,,,surface_event,,,,,,,CC,BH,PANH,--,46.859,-121.643,2086.0,"bucket5$180,:3,:18001",100,2020-02-27T02:41:15.000000Z,,7000.0,,,,,emergent,-6.476|-1.988|6.869,,su,,,,,
1401,pnsn3158068,,,,surface_event,,,,,,,UW,HH,RCM,--,46.8356,-121.733,3085.0,"bucket5$181,:3,:18001",100,2021-05-10T20:19:04.000000Z,,7000.0,,,,,emergent,3.974|-5.000|-0.219,,su,,,,,
1402,pnsn3137663,,,,surface_event,,,,,,,CC,BH,SEP,--,46.1998,-122.191,2114.0,"bucket5$182,:3,:18001",100,2020-08-21T20:48:59.000000Z,,7000.0,,,,,emergent,-1.847|1.219|1.933,,su,,,,,
1403,pnsn3114593,,,,surface_event,,,,,,,UW,HH,RCM,--,46.8356,-121.733,3085.0,"bucket5$183,:3,:18001",100,2020-01-31T04:20:43.000000Z,,7000.0,,,,,emergent,5.384|2.281|6.248,,su,,,,,
1404,pnsn301018,,,,surface_event,,,,,,,CC,BH,OBSR,--,46.8997,-121.815,2382.0,"bucket5$184,:3,:18001",100,2012-01-12T22:58:52.000000Z,,7000.0,,,,,impulsive,-8.744|7.625|-1.243,,su,,,,,
1405,pnsn2623543,,,,surface_event,,,,,,,CC,BH,SWF2,--,46.1783,-122.217,1548.0,"bucket5$185,:3,:18001",100,2016-10-28T12:26:29.000000Z,,7000.0,,,,,impulsive,-3.144|8.776|2.027,,su,,,,,
1406,pnsn300923,,,,surface_event,,,,,,,CC,BH,OBSR,--,46.8997,-121.815,2382.0,"bucket5$186,:3,:18001",100,2012-01-12T21:32:26.000000Z,,7000.0,,,,,emergent,-0.305|-2.590|-11.091,,su,,,,,
1407,pnsn1415453,,,,surface_event,,,,,,,CC,BH,OBSR,--,46.8997,-121.815,2382.0,"bucket5$187,:3,:18001",100,2013-04-26T03:37:03.000000Z,,7000.0,,,,,emergent,7.453|3.206|4.469,,su,,,,,
1408,pnsn3119028,,,,surface_event,,,,,,,UW,HH,RCM,--,46.8356,-121.733,3085.0,"bucket5$188,:3,:18001",100,2020-03-14T05:54:02.000000Z,7000.0,7000.0,,,,impulsive,emergent,5.406|5.805|-2.174,,su,,,,,
1409,pnsn3141363,,,,surface_event,,,,,,,UW,HH,RCM,--,46.8356,-121.733,3085.0,"bucket5$189,:3,:18001",100,2020-09-30T01:24:20.000000Z,,7000.0,,,,,emergent,0.164|4.741|16.819,,su,,,,,
1410,pnsn1239318,,,,surface_event,,,,,,,CC,BH,SWFL,--,46.1887,-122.202,2268.0,"bucket5$190,:3,:18001",100,2012-08-13T10:52:47.000000Z,,7000.0,,,,,impulsive,13.718|12.552|16.768,,su,,,,,
1411,pnsn1356548,,,,surface_event,,,,,,,CC,BH,SWNB,--,43.6727,-121.355,1569.0,"bucket5$191,:3,:18001",100,2013-01-19T17:18:51.000000Z,,7000.0,,,,,emergent,4.678|-4.909|-5.418,,su,,,,,
1412,pnsn1056303,,,,surface_event,,,,,,,CC,BH,VALT,--,46.2142,-122.189,1681.0,"bucket5$192,:3,:18001",100,2009-04-14T06:08:59.000000Z,,7000.0,,,,,impulsive,12.554|7.929|14.814,,su,,,,,
1413,pnsn3172058,,,,surface_event,,,,,,,CC,BH,BRSP,--,45.4016,-121.708,2079.0,"bucket5$193,:3,:18001",100,2021-10-01T10:36:32.000000Z,,7000.0,,,,,emergent,0.473|-8.420|1.536,,su,,,,,
1414,pnsn3164053,,,,surface_event,,,,,,,CC,BH,SEP,--,46.1998,-122.191,2114.0,"bucket5$194,:3,:18001",100,2021-07-09T14:17:12.000000Z,,7000.0,,,,,impulsive,31.581|29.717|33.773,,su,,,,,
1415,pnsn1040508,,,,surface_event,,,,,,,CC,BH,STD,--,46.2375,-122.224,1189.0,"bucket5$195,:3,:18001",100,2009-01-15T14:58:30.000000Z,,7000.0,,,,,impulsive,-3.902|-1.456|3.409,,su,,,,,
1416,pnsn3142078,,,,surface_event,,,,,,,CC,BH,SEP,--,46.1998,-122.191,2114.0,"bucket5$196,:3,:18001",100,2020-10-07T21:19:58.000000Z,,7000.0,,,,,emergent,16.948|19.225|15.439,,su,,,,,
1417,pnsn301033,,,,surface_event,,,,,,,CC,BH,PANH,--,46.859,-121.643,2086.0,"bucket5$197,:3,:18001",100,2012-01-13T10:10:59.000000Z,,7000.0,,,,,impulsive,-3.315|-0.550|-12.131,,su,,,,,
